minT: 1  maxT: 10
1177 0.965 0.929 0.902
1178 0.956 0.921 0.889
1179 0.965 0.933 0.905
1180 0.955 0.91 0.869
1181 0.951 0.893 0.844
1182 0.948 0.894 0.859
1183 0.939 0.898 0.85
1184 0.927 0.887 0.852
1185 0.935 0.884 0.841
1186 0.913 0.864 0.823
1187 0.927 0.879 0.831
1188 0.919 0.877 0.827
1189 0.925 0.859 0.823
1190 0.898 0.833 0.793
1191 0.919 0.856 0.818
1192 0.902 0.832 0.797
1193 0.884 0.819 0.78
1194 0.89 0.813 0.759
1195 0.878 0.81 0.77
1196 0.861 0.784 0.752
1197 0.876 0.79 0.752
1198 0.873 0.796 0.756
1199 0.869 0.783 0.74
1200 0.833 0.752 0.719
1201 0.83 0.751 0.713
1202 0.818 0.739 0.7
1203 0.82 0.745 0.704
1204 0.819 0.721 0.681
1205 0.809 0.717 0.68
1206 0.779 0.683 0.656
1207 0.801 0.695 0.661
1208 0.789 0.703 0.655
1209 0.77 0.68 0.647
1210 0.786 0.694 0.663
1211 0.775 0.678 0.645
1212 0.746 0.668 0.628
1213 0.734 0.646 0.615
1214 0.74 0.63 0.596
1215 0.734 0.635 0.595
1216 0.711 0.615 0.586
1217 0.735 0.628 0.591
1218 0.706 0.613 0.572
1219 0.71 0.601 0.572
1220 0.684 0.577 0.567
1221 0.702 0.61 0.581
1222 0.672 0.554 0.519
1223 0.669 0.561 0.539
1224 0.671 0.547 0.513
1225 0.667 0.556 0.524
1226 0.637 0.528 0.507
1227 0.647 0.532 0.509
1228 0.621 0.534 0.516
1229 0.608 0.497 0.472
1230 0.61 0.495 0.484
1231 0.611 0.514 0.493
1232 0.586 0.463 0.446
1233 0.596 0.475 0.459
1234 0.576 0.46 0.441
1235 0.589 0.48 0.456
1236 0.587 0.472 0.448
1237 0.565 0.461 0.451
1238 0.551 0.445 0.427
1239 0.534 0.439 0.427
1240 0.54 0.434 0.425
1241 0.526 0.423 0.405
1242 0.529 0.423 0.412
1243 0.521 0.407 0.403
1244 0.504 0.383 0.377
1245 0.495 0.404 0.396
1246 0.515 0.402 0.388
1247 0.502 0.404 0.396
1248 0.472 0.374 0.363
1249 0.499 0.393 0.393
1250 0.472 0.377 0.369
1251 0.45 0.354 0.349
1252 0.453 0.356 0.355
1253 0.454 0.355 0.337
1254 0.442 0.344 0.336
1255 0.402 0.294 0.297
1256 0.415 0.315 0.312
1257 0.422 0.306 0.303
1258 0.406 0.305 0.304
1259 0.425 0.338 0.333
1260 0.396 0.294 0.292
1261 0.416 0.312 0.306
1262 0.389 0.308 0.313
1263 0.37 0.281 0.274
1264 0.362 0.278 0.274
1265 0.373 0.27 0.27
1266 0.379 0.297 0.299
1267 0.361 0.277 0.281
1268 0.311 0.224 0.225
1269 0.347 0.269 0.275
1270 0.323 0.244 0.245
1271 0.316 0.239 0.24
1272 0.35 0.26 0.26
1273 0.347 0.256 0.255
1274 0.316 0.242 0.237
1275 0.315 0.243 0.248
1276 0.309 0.213 0.219
1277 0.315 0.238 0.236
1278 0.273 0.208 0.215
1279 0.291 0.22 0.221
1280 0.296 0.22 0.217
1281 0.274 0.205 0.202
1282 0.312 0.226 0.234
1283 0.273 0.206 0.206
1284 0.26 0.192 0.194
1285 0.258 0.201 0.209
1286 0.283 0.208 0.216
1287 0.269 0.207 0.213
1288 0.256 0.185 0.192
1289 0.275 0.195 0.205
1290 0.247 0.167 0.175
1291 0.253 0.177 0.18
1292 0.235 0.161 0.175
1293 0.209 0.148 0.152
1294 0.231 0.165 0.17
1295 0.249 0.181 0.189
1296 0.235 0.159 0.163
1297 0.223 0.162 0.169
1298 0.222 0.158 0.165
1299 0.223 0.162 0.166
1300 0.204 0.149 0.158
Resource Access 
Parallel 
RSF 




minT: 130  maxT: 140
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 0.999
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 0.997
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 0.999
1141 1.0 1.0 1.0
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 0.997
1146 1.0 1.0 1.0
1147 1.0 0.999 0.998
1148 1.0 1.0 0.999
1149 1.0 1.0 1.0
1150 1.0 1.0 0.999
1151 1.0 0.999 0.998
1152 1.0 0.999 0.996
1153 1.0 1.0 0.997
1154 1.0 1.0 0.997
1155 1.0 1.0 0.997
1156 1.0 0.999 0.996
1157 1.0 0.996 0.995
1158 0.999 0.996 0.994
1159 0.999 0.994 0.991
1160 1.0 0.998 0.995
1161 1.0 1.0 0.995
1162 0.999 0.995 0.992
1163 0.998 0.994 0.988
1164 0.997 0.993 0.984
1165 0.995 0.99 0.981
1166 1.0 0.995 0.986
1167 0.997 0.995 0.984
1168 0.998 0.994 0.984
1169 0.996 0.991 0.981
1170 0.997 0.983 0.974
1171 0.992 0.984 0.971
1172 0.992 0.984 0.972
1173 0.994 0.981 0.965
1174 0.992 0.983 0.969
1175 0.99 0.98 0.961
1176 0.993 0.98 0.967
1177 0.992 0.983 0.963
1178 0.982 0.972 0.963
1179 0.988 0.968 0.95
1180 0.983 0.968 0.944
1181 0.988 0.973 0.957
1182 0.985 0.97 0.954
1183 0.987 0.967 0.949
1184 0.973 0.949 0.922
1185 0.985 0.957 0.935
1186 0.981 0.956 0.927
1187 0.976 0.954 0.929
1188 0.974 0.948 0.917
1189 0.965 0.933 0.912
1190 0.974 0.948 0.926
1191 0.962 0.925 0.9
1192 0.97 0.94 0.903
1193 0.966 0.93 0.901
1194 0.967 0.922 0.888
1195 0.961 0.915 0.882
1196 0.952 0.903 0.872
1197 0.95 0.902 0.866
1198 0.947 0.891 0.856
1199 0.956 0.903 0.868
1200 0.942 0.893 0.86
1201 0.944 0.889 0.854
1202 0.932 0.872 0.841
1203 0.933 0.885 0.857
1204 0.929 0.857 0.821
1205 0.917 0.859 0.819
1206 0.911 0.84 0.807
1207 0.903 0.844 0.822
1208 0.909 0.845 0.801
1209 0.887 0.819 0.792
1210 0.896 0.826 0.797
1211 0.894 0.816 0.791
1212 0.877 0.804 0.768
1213 0.889 0.807 0.789
1214 0.882 0.794 0.753
1215 0.844 0.749 0.721
1216 0.841 0.747 0.723
1217 0.838 0.744 0.719
1218 0.831 0.742 0.715
1219 0.824 0.746 0.711
1220 0.828 0.751 0.721
1221 0.801 0.713 0.676
1222 0.836 0.759 0.728
1223 0.812 0.737 0.703
1224 0.81 0.715 0.67
1225 0.791 0.693 0.667
1226 0.785 0.683 0.652
1227 0.796 0.706 0.675
1228 0.773 0.659 0.619
1229 0.789 0.684 0.655
1230 0.764 0.652 0.628
1231 0.757 0.666 0.645
1232 0.754 0.647 0.618
1233 0.736 0.651 0.622
1234 0.731 0.62 0.604
1235 0.712 0.609 0.591
1236 0.712 0.608 0.592
1237 0.698 0.575 0.56
1238 0.72 0.627 0.601
1239 0.678 0.576 0.554
1240 0.7 0.599 0.568
1241 0.696 0.572 0.557
1242 0.682 0.568 0.556
1243 0.676 0.571 0.552
1244 0.683 0.559 0.538
1245 0.647 0.554 0.539
1246 0.62 0.516 0.5
1247 0.62 0.531 0.517
1248 0.619 0.504 0.49
1249 0.624 0.523 0.512
1250 0.623 0.51 0.497
1251 0.595 0.483 0.473
1252 0.595 0.487 0.469
1253 0.577 0.458 0.454
1254 0.588 0.487 0.473
1255 0.554 0.435 0.421
1256 0.577 0.463 0.449
1257 0.554 0.445 0.427
1258 0.561 0.452 0.451
1259 0.514 0.413 0.408
1260 0.561 0.443 0.437
1261 0.53 0.43 0.425
1262 0.55 0.442 0.439
1263 0.531 0.414 0.401
1264 0.489 0.39 0.381
1265 0.539 0.415 0.415
1266 0.487 0.398 0.392
1267 0.487 0.398 0.4
1268 0.494 0.386 0.383
1269 0.475 0.378 0.38
1270 0.482 0.375 0.376
1271 0.452 0.358 0.358
1272 0.44 0.348 0.347
1273 0.474 0.373 0.375
1274 0.444 0.333 0.335
1275 0.449 0.342 0.348
1276 0.426 0.331 0.327
1277 0.433 0.353 0.356
1278 0.414 0.306 0.308
1279 0.413 0.314 0.313
1280 0.419 0.326 0.33
1281 0.416 0.303 0.312
1282 0.4 0.305 0.306
1283 0.377 0.285 0.28
1284 0.391 0.291 0.292
1285 0.362 0.264 0.275
1286 0.397 0.301 0.31
1287 0.375 0.289 0.289
1288 0.381 0.287 0.292
1289 0.362 0.276 0.277
1290 0.351 0.267 0.28
1291 0.389 0.298 0.302
1292 0.339 0.248 0.253
1293 0.354 0.264 0.263
1294 0.32 0.234 0.243
1295 0.299 0.22 0.228
1296 0.351 0.261 0.271
1297 0.351 0.265 0.268
1298 0.304 0.234 0.238
1299 0.318 0.242 0.255
1300 0.294 0.212 0.22
Resource Access 
Parallel 
RSF 




minT: 140  maxT: 150
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 1.0
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 1.0
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 1.0
1141 1.0 1.0 0.999
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 1.0
1146 1.0 1.0 1.0
1147 1.0 1.0 1.0
1148 1.0 1.0 0.998
1149 1.0 1.0 1.0
1150 1.0 1.0 1.0
1151 1.0 1.0 0.999
1152 1.0 1.0 1.0
1153 1.0 1.0 1.0
1154 1.0 1.0 1.0
1155 1.0 1.0 1.0
1156 1.0 1.0 1.0
1157 1.0 1.0 0.997
1158 0.998 0.998 0.996
1159 1.0 1.0 0.997
1160 1.0 0.999 0.998
1161 1.0 1.0 1.0
1162 1.0 1.0 1.0
1163 1.0 1.0 0.998
1164 1.0 1.0 0.998
1165 1.0 0.999 0.997
1166 1.0 0.998 0.995
1167 1.0 1.0 0.999
1168 1.0 1.0 0.998
1169 0.999 0.997 0.997
1170 0.999 0.996 0.993
1171 0.997 0.996 0.996
1172 0.999 0.997 0.992
1173 0.998 0.995 0.985
1174 0.997 0.995 0.991
1175 1.0 0.997 0.992
1176 0.998 0.994 0.991
1177 0.999 0.993 0.986
1178 0.996 0.989 0.987
1179 1.0 0.994 0.988
1180 0.998 0.996 0.984
1181 0.998 0.993 0.979
1182 0.998 0.993 0.984
1183 0.998 0.993 0.982
1184 0.999 0.995 0.984
1185 0.994 0.982 0.974
1186 0.997 0.981 0.97
1187 0.989 0.978 0.965
1188 0.994 0.979 0.966
1189 0.997 0.986 0.976
1190 0.989 0.977 0.962
1191 0.991 0.983 0.965
1192 0.987 0.977 0.962
1193 0.99 0.975 0.955
1194 0.989 0.971 0.956
1195 0.986 0.971 0.95
1196 0.977 0.961 0.94
1197 0.986 0.967 0.941
1198 0.985 0.965 0.942
1199 0.979 0.956 0.945
1200 0.974 0.95 0.927
1201 0.978 0.956 0.935
1202 0.966 0.936 0.918
1203 0.97 0.943 0.924
1204 0.976 0.929 0.9
1205 0.971 0.94 0.911
1206 0.972 0.942 0.913
1207 0.961 0.919 0.895
1208 0.961 0.929 0.902
1209 0.965 0.919 0.895
1210 0.962 0.921 0.899
1211 0.959 0.906 0.875
1212 0.947 0.899 0.87
1213 0.952 0.902 0.87
1214 0.951 0.9 0.873
1215 0.941 0.889 0.872
1216 0.933 0.887 0.86
1217 0.929 0.877 0.852
1218 0.931 0.869 0.841
1219 0.917 0.85 0.828
1220 0.909 0.846 0.814
1221 0.912 0.858 0.827
1222 0.896 0.829 0.793
1223 0.907 0.834 0.811
1224 0.909 0.845 0.818
1225 0.884 0.807 0.778
1226 0.887 0.814 0.79
1227 0.893 0.824 0.794
1228 0.878 0.806 0.786
1229 0.862 0.77 0.747
1230 0.879 0.804 0.777
1231 0.87 0.78 0.759
1232 0.853 0.784 0.757
1233 0.876 0.801 0.772
1234 0.837 0.743 0.718
1235 0.829 0.738 0.718
1236 0.839 0.752 0.723
1237 0.811 0.738 0.717
1238 0.833 0.746 0.712
1239 0.801 0.712 0.685
1240 0.813 0.718 0.695
1241 0.792 0.711 0.694
1242 0.783 0.69 0.674
1243 0.795 0.698 0.679
1244 0.776 0.693 0.675
1245 0.787 0.686 0.663
1246 0.788 0.679 0.656
1247 0.754 0.649 0.628
1248 0.761 0.644 0.63
1249 0.757 0.652 0.639
1250 0.765 0.649 0.621
1251 0.77 0.668 0.658
1252 0.775 0.66 0.638
1253 0.729 0.629 0.608
1254 0.733 0.624 0.609
1255 0.699 0.603 0.59
1256 0.691 0.589 0.574
1257 0.697 0.596 0.584
1258 0.685 0.577 0.568
1259 0.692 0.585 0.575
1260 0.661 0.551 0.543
1261 0.666 0.557 0.537
1262 0.667 0.538 0.53
1263 0.642 0.545 0.536
1264 0.658 0.528 0.521
1265 0.66 0.549 0.54
1266 0.642 0.527 0.52
1267 0.639 0.523 0.519
1268 0.638 0.53 0.529
1269 0.609 0.493 0.484
1270 0.603 0.482 0.484
1271 0.607 0.512 0.507
1272 0.597 0.481 0.477
1273 0.61 0.505 0.5
1274 0.573 0.476 0.477
1275 0.545 0.443 0.436
1276 0.589 0.487 0.476
1277 0.568 0.443 0.444
1278 0.55 0.452 0.453
1279 0.527 0.418 0.415
1280 0.574 0.478 0.473
1281 0.511 0.406 0.406
1282 0.523 0.416 0.42
1283 0.543 0.414 0.425
1284 0.522 0.41 0.405
1285 0.496 0.405 0.402
1286 0.468 0.363 0.369
1287 0.475 0.382 0.388
1288 0.499 0.401 0.396
1289 0.473 0.354 0.349
1290 0.466 0.359 0.37
1291 0.452 0.351 0.361
1292 0.479 0.353 0.357
1293 0.484 0.379 0.38
1294 0.489 0.384 0.395
1295 0.443 0.356 0.358
1296 0.44 0.347 0.356
1297 0.435 0.328 0.334
1298 0.442 0.342 0.347
1299 0.437 0.335 0.345
1300 0.422 0.332 0.333
Resource Access 
Parallel 
RSF 




minT: 150  maxT: 160
Work Load
CS Length 
11 1.0 1.0 1.0
12 1.0 1.0 1.0
13 1.0 1.0 1.0
14 1.0 1.0 1.0
15 1.0 1.0 1.0
16 1.0 1.0 1.0
17 1.0 1.0 1.0
18 1.0 1.0 1.0
19 1.0 1.0 1.0
110 1.0 1.0 1.0
111 1.0 1.0 1.0
112 1.0 1.0 1.0
113 1.0 1.0 1.0
114 1.0 1.0 1.0
115 1.0 1.0 1.0
116 1.0 1.0 1.0
117 1.0 1.0 1.0
118 1.0 1.0 1.0
119 1.0 1.0 1.0
120 1.0 1.0 1.0
121 1.0 1.0 1.0
122 1.0 1.0 1.0
123 1.0 1.0 1.0
124 1.0 1.0 1.0
125 1.0 1.0 1.0
126 1.0 1.0 1.0
127 1.0 1.0 1.0
128 1.0 1.0 1.0
129 1.0 1.0 1.0
130 1.0 1.0 1.0
131 1.0 1.0 1.0
132 1.0 1.0 1.0
133 1.0 1.0 1.0
134 1.0 1.0 1.0
135 1.0 1.0 1.0
136 1.0 1.0 1.0
137 1.0 1.0 1.0
138 1.0 1.0 1.0
139 1.0 1.0 1.0
140 1.0 1.0 1.0
141 1.0 1.0 1.0
142 1.0 1.0 1.0
143 1.0 1.0 1.0
144 1.0 1.0 1.0
145 1.0 1.0 1.0
146 1.0 1.0 1.0
147 1.0 1.0 1.0
148 1.0 1.0 1.0
149 1.0 1.0 1.0
150 1.0 1.0 1.0
151 1.0 1.0 1.0
152 1.0 1.0 1.0
153 1.0 1.0 1.0
154 1.0 1.0 1.0
155 1.0 1.0 1.0
156 1.0 1.0 1.0
157 1.0 1.0 1.0
158 1.0 1.0 1.0
159 1.0 1.0 1.0
160 1.0 1.0 1.0
161 1.0 1.0 1.0
162 1.0 1.0 1.0
163 1.0 1.0 1.0
164 1.0 1.0 1.0
165 1.0 1.0 1.0
166 1.0 1.0 1.0
167 1.0 1.0 1.0
168 1.0 1.0 1.0
169 1.0 1.0 1.0
170 1.0 1.0 1.0
171 1.0 1.0 1.0
172 1.0 1.0 1.0
173 1.0 1.0 1.0
174 1.0 1.0 1.0
175 1.0 1.0 1.0
176 1.0 1.0 1.0
177 1.0 1.0 1.0
178 1.0 1.0 1.0
179 1.0 1.0 1.0
180 1.0 1.0 1.0
181 1.0 1.0 1.0
182 1.0 1.0 1.0
183 1.0 1.0 1.0
184 1.0 1.0 1.0
185 1.0 1.0 1.0
186 1.0 1.0 1.0
187 1.0 1.0 1.0
188 1.0 1.0 1.0
189 1.0 1.0 1.0
190 1.0 1.0 1.0
191 1.0 1.0 1.0
192 1.0 1.0 1.0
193 1.0 1.0 1.0
194 1.0 1.0 1.0
195 1.0 1.0 1.0
196 1.0 1.0 1.0
197 1.0 1.0 1.0
198 1.0 1.0 1.0
199 1.0 1.0 1.0
1100 1.0 1.0 1.0
1101 1.0 1.0 1.0
1102 1.0 1.0 1.0
1103 1.0 1.0 1.0
1104 1.0 1.0 1.0
1105 1.0 1.0 1.0
1106 1.0 1.0 1.0
1107 1.0 1.0 1.0
1108 1.0 1.0 1.0
1109 1.0 1.0 1.0
1110 1.0 1.0 1.0
1111 1.0 1.0 1.0
1112 1.0 1.0 1.0
1113 1.0 1.0 1.0
1114 1.0 1.0 1.0
1115 1.0 1.0 1.0
1116 1.0 1.0 1.0
1117 1.0 1.0 1.0
1118 1.0 1.0 1.0
1119 1.0 1.0 1.0
1120 1.0 1.0 1.0
1121 1.0 1.0 1.0
1122 1.0 1.0 1.0
1123 1.0 1.0 1.0
1124 1.0 1.0 1.0
1125 1.0 1.0 1.0
1126 1.0 1.0 1.0
1127 1.0 1.0 1.0
1128 1.0 1.0 1.0
1129 1.0 1.0 1.0
1130 1.0 1.0 1.0
1131 1.0 1.0 1.0
1132 1.0 1.0 1.0
1133 1.0 1.0 1.0
1134 1.0 1.0 1.0
1135 1.0 1.0 1.0
1136 1.0 1.0 1.0
1137 1.0 1.0 1.0
1138 1.0 1.0 1.0
1139 1.0 1.0 1.0
1140 1.0 1.0 1.0
1141 1.0 1.0 1.0
1142 1.0 1.0 1.0
1143 1.0 1.0 1.0
1144 1.0 1.0 1.0
1145 1.0 1.0 1.0
1146 1.0 1.0 1.0
1147 1.0 1.0 1.0
1148 1.0 1.0 1.0
1149 1.0 1.0 1.0
1150 1.0 1.0 1.0
1151 1.0 1.0 1.0
1152 1.0 1.0 1.0
1153 1.0 1.0 1.0
1154 1.0 1.0 1.0
1155 1.0 1.0 1.0
1156 1.0 1.0 1.0
1157 1.0 1.0 0.999
1158 1.0 1.0 1.0
1159 1.0 1.0 0.999
1160 1.0 1.0 1.0
1161 1.0 1.0 1.0
1162 1.0 1.0 1.0
1163 1.0 1.0 1.0
1164 1.0 1.0 1.0
1165 1.0 1.0 1.0
1166 1.0 1.0 1.0
1167 1.0 0.999 0.999
1168 1.0 1.0 0.999
1169 1.0 1.0 1.0
1170 1.0 1.0 1.0
1171 1.0 1.0 1.0
1172 1.0 1.0 0.999
1173 1.0 1.0 1.0
1174 1.0 1.0 1.0
1175 1.0 1.0 1.0
1176 1.0 1.0 1.0
1177 1.0 0.999 0.998
1178 0.999 0.999 0.999
1179 1.0 0.999 0.997
1180 0.999 0.999 0.998
1181 1.0 0.997 0.996
1182 1.0 1.0 0.995
1183 1.0 0.998 0.994
1184 0.998 0.998 0.993
1185 1.0 1.0 0.998
1186 1.0 0.998 0.993
1187 0.998 0.996 0.995
1188 1.0 0.995 0.989
1189 0.998 0.995 0.984
1190 0.997 0.993 0.989
1191 0.999 0.995 0.994
1192 0.997 0.996 0.993
1193 0.996 0.99 0.985
1194 0.997 0.988 0.98
1195 0.999 0.993 0.985
1196 0.993 0.988 0.983
1197 0.995 0.988 0.978
1198 0.998 0.99 0.983
1199 0.994 0.981 0.971
1200 0.993 0.984 0.974
1201 0.988 0.974 0.958
1202 0.995 0.985 0.976
1203 0.995 0.985 0.977
1204 0.989 0.986 0.972
1205 0.992 0.977 0.963
1206 0.989 0.971 0.959
1207 0.99 0.978 0.965
1208 0.99 0.964 0.945
1209 0.989 0.97 0.959
1210 0.987 0.971 0.955
1211 0.984 0.955 0.941
1212 0.99 0.972 0.963
1213 0.976 0.955 0.937
1214 0.982 0.958 0.939
1215 0.975 0.952 0.944
1216 0.974 0.952 0.935
1217 0.969 0.934 0.909
1218 0.974 0.933 0.919
1219 0.972 0.943 0.923
